side,threshold,n_bets,n_wins,win_rate,total_profit,roi,total_profit_fair,roi_fair,avg_edge,median_edge,fold,phase,model,train_start,train_end,test_start,test_end,train_n,test_n
NO,0.55,10,3,0.3,-29.2,-29.2,-26.872857430933657,-26.872857430933657,0.2853479739703951,0.2641536540166539,1,Phase 2: Modern ML,catboost,2023-08-11,2024-03-11,2024-03-13,2024-05-11,278,87
NO,0.6,8,3,0.375,-9.2,-11.5,-6.8728574309336565,-8.59107178866707,0.33045685240161116,0.29745264379356895,1,Phase 2: Modern ML,catboost,2023-08-11,2024-03-11,2024-03-13,2024-05-11,278,87
NO,0.65,8,3,0.375,-9.2,-11.5,-6.8728574309336565,-8.59107178866707,0.33045685240161116,0.29745264379356895,1,Phase 2: Modern ML,catboost,2023-08-11,2024-03-11,2024-03-13,2024-05-11,278,87
YES,0.5,50,35,0.7,85.69999999999999,17.139999999999997,105.90933635126302,21.181867270252607,0.0112722030270482,0.011719501494006412,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,47,32,0.6808510638297872,65.29999999999998,13.893617021276592,83.72313583123638,17.81343315558221,0.01434264792543245,0.012115587419932128,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,23,15,0.6521739130434783,14.899999999999999,6.478260869565217,23.28879310279723,10.125562218607492,0.01662277589594422,0.008943300763569528,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,2,2,1.0,12.3,61.5,13.361045330108666,66.80522665054333,0.05960381291083844,0.05960381291083844,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,logistic,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,24,18,0.75,51.5,21.458333333333332,61.545384838183054,25.643910349242937,0.02471166431678133,0.014365403491960138,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,18,13,0.7222222222222222,28.000000000000004,15.555555555555559,35.16072747052265,19.533737483623696,0.05500202954493212,0.023263100568545858,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,13,11,0.8461538461538461,48.4,37.230769230769226,54.55118190058105,41.96244761583158,0.09344478898186842,0.08562409614460764,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,9,9,1.0,58.3,64.77777777777777,63.38514298030484,70.42793664478316,0.14582222441999726,0.15928966352724705,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,26,9,0.34615384615384615,-47.800000000000004,-18.384615384615387,-40.53148780480022,-15.589033771077007,0.19240761419197255,0.18080331606951355,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,19,7,0.3684210526315789,-32.8,-17.263157894736842,-27.36909464240707,-14.404786653898457,0.2150027828758641,0.2022801276706313,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,11,4,0.36363636363636365,-20.9,-18.999999999999996,-17.821858841949524,-16.20168985631775,0.27769961977083135,0.26807210128189507,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,10,4,0.4,-10.9,-10.9,-7.821858841949524,-7.821858841949523,0.28524156898085135,0.27211473272813286,2,Phase 1: Baseline,poisson,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,44,30,0.6818181818181818,63.99999999999998,14.545454545454541,81.50383744304264,18.523599418873328,0.008738027190659876,-0.008070789472482354,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,32,22,0.6875,48.39999999999999,15.124999999999996,61.18989151726288,19.12184109914465,0.030159501051631912,0.008172997174751562,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,17,11,0.6470588235294118,0.899999999999995,0.5294117647058795,6.552880376905559,3.8546355158267995,0.048028427829207965,0.030716090181712175,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,10,5,0.5,-23.300000000000004,-23.300000000000004,-20.73521034751447,-20.73521034751447,0.08098212196610158,0.06737167534890709,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,6,1,0.16666666666666666,-35.2,-58.666666666666664,-34.30379746835443,-57.17299578059072,0.13301525611682066,0.14437598664264045,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,3,0,0.0,-30.0,-100.0,-30.0,-100.0,0.16132655034462337,0.15957507529073678,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,2,Phase 1: Baseline,random_forest,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,29,19,0.6551724137931034,33.59999999999999,11.586206896551719,44.95903509185919,15.503115548916963,0.23431897282944145,0.2363194936782207,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,27,17,0.6296296296296297,15.799999999999994,5.851851851851849,25.805480313304404,9.557585301223853,0.24964848641589021,0.23681852719594587,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,27,17,0.6296296296296297,15.799999999999994,5.851851851851849,25.805480313304404,9.557585301223853,0.24964848641589021,0.23681852719594587,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,25,17,0.68,35.8,14.32,45.8054803133044,18.32219212532176,0.26525495825866974,0.25747685662054576,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,21,5,0.23809523809523808,-89.3,-42.523809523809526,-85.09565618144634,-40.52174103878398,0.3419474516746495,0.31896536995468633,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,19,4,0.21052631578947367,-91.3,-48.05263157894737,-87.88635385586495,-46.25597571361313,0.3682586890482893,0.3501695412511086,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,18,4,0.2222222222222222,-81.3,-45.166666666666664,-77.88635385586495,-43.270196586591645,0.3800491412945712,0.35614963291625845,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,15,4,0.26666666666666666,-51.3,-34.199999999999996,-47.886353855864954,-31.92423590390997,0.409144589147254,0.3678404386166001,2,Phase 2: Modern ML,lightgbm,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,29,20,0.6896551724137931,43.39999999999999,14.965517241379308,54.89673535877719,18.929908744405928,0.18092521238516238,0.22100318887017,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,27,19,0.7037037037037037,45.999999999999986,17.03703703703703,56.91508398263041,21.07966073430756,0.19684277624229024,0.2220426390993805,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,25,17,0.68,32.099999999999994,12.839999999999998,41.84604149038411,16.738416596153645,0.21223759844277335,0.22523664533370336,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,23,15,0.6521739130434783,10.899999999999993,4.739130434782606,19.131708488066977,8.31813412524651,0.21898306100876544,0.225545880856452,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,21,6,0.2857142857142857,-66.5,-31.666666666666664,-61.524227610017775,-29.297251242865606,0.27826505459969963,0.2667941279483564,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,18,4,0.2222222222222222,-83.7,-46.5,-80.36588069844912,-44.647711499138396,0.31050061178319255,0.32675478602419045,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,14,3,0.21428571428571427,-71.2,-50.857142857142854,-68.8222565373753,-49.15875466955379,0.3702816121971054,0.3853360128761972,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,12,3,0.25,-51.2,-42.66666666666667,-48.822256537375296,-40.68521378114608,0.3938117358053552,0.4117559101852757,2,Phase 2: Modern ML,xgboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,28,19,0.6785714285714286,38.099999999999994,13.607142857142854,49.17700177844681,17.56321492087386,0.12987979601680422,0.12038167932700711,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.55,24,16,0.6666666666666666,30.29999999999999,12.624999999999995,39.75929379810116,16.56637241587548,0.1643001596458014,0.14102076149102594,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.6,19,12,0.631578947368421,11.299999999999995,5.947368421052629,18.323827760595293,9.644119873997523,0.2005777918251148,0.16975578836746652,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.65,18,12,0.6666666666666666,21.299999999999997,11.833333333333332,28.323827760595293,15.735459866997385,0.21026913294683872,0.20518094920437152,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.5,22,6,0.2727272727272727,-78.39999999999999,-35.63636363636363,-73.48454507033523,-33.40206594106147,0.2624721603933729,0.2598526812981342,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.55,19,6,0.3157894736842105,-48.39999999999999,-25.473684210526308,-43.48454507033523,-22.88660266859749,0.2911369687986827,0.2921585079313568,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.6,18,6,0.3333333333333333,-38.400000000000006,-21.333333333333336,-33.484545070335244,-18.602525039075136,0.2988065748377025,0.3015958036266989,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
NO,0.65,13,6,0.46153846153846156,11.600000000000001,8.923076923076923,16.51545492966476,12.704196099742123,0.3380124611277623,0.31182279890843584,2,Phase 2: Modern ML,catboost,2023-08-11,2024-09-01,2024-09-14,2024-11-04,410,70
YES,0.5,64,42,0.65625,35.2,5.500000000000001,58.28648023952702,9.107262537426097,0.018473452328248822,0.024563999842760142,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
YES,0.55,64,42,0.65625,35.2,5.500000000000001,58.28648023952702,9.107262537426097,0.018473452328248822,0.024563999842760142,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
YES,0.6,46,32,0.6956521739130435,50.6,11.0,67.98007005402472,14.778276098701026,0.01825567578136,0.02462418254967269,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
YES,0.65,5,5,1.0,28.6,57.2,31.395553055569547,62.791106111139094,0.03968444956061192,0.05303479149201351,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
NO,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
NO,0.55,0,0,0.0,0.0,0.0,0.0,0.0,,,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,3,Phase 1: Baseline,logistic,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
YES,0.5,34,29,0.8529411764705882,126.79999999999998,37.29411764705882,142.90322914740733,42.03036151394333,0.05004564215536772,0.06689857877643429,3,Phase 1: Baseline,poisson,2023-08-11,2024-10-21,2024-10-25,2024-12-22,460,89
